ErelGV	1	747	1
ErelGV	744	1082	1
ErelGV	1063	1899	1
ErelGV	1996	2541	2
ErelGV	2812	3765	2
ErelGV	3840	4415	2
ErelGV	4405	4644	1
ErelGV	4744	6060	1
ErelGV	6091	6666	1
ErelGV	6694	6999	2
ErelGV	7152	7793	3
ErelGV	7792	7950	1
ErelGV	8171	8446	1
ErelGV	8447	9826	1
ErelGV	9735	9959	2
ErelGV	9974	11032	1
ErelGV	11050	11529	3
ErelGV	11544	11942	4
ErelGV	12012	12194	4
ErelGV	12237	12764	4
ErelGV	12884	13909	3
ErelGV	13944	14396	2
ErelGV	14493	15635	4
ErelGV	16085	16246	3
ErelGV	16438	16722	1
ErelGV	16646	17878	1
ErelGV	17927	18115	3
ErelGV	18356	20137	1
ErelGV	20368	21297	2
ErelGV	21359	22069	1
ErelGV	22107	22673	4
ErelGV	22695	23006	3
ErelGV	23038	23352	3
ErelGV	23501	24028	4
ErelGV	24012	24284	1
ErelGV	24247	25026	1
ErelGV	25007	25345	1
ErelGV	25355	25798	1
ErelGV	25856	27244	1
ErelGV	27223	28068	2
ErelGV	28088	28345	1
ErelGV	28355	29479	1
ErelGV	29486	29776	1
ErelGV	29691	32639	2
ErelGV	32636	33289	1
ErelGV	33299	33451	1
ErelGV	33459	33746	1
ErelGV	33838	34893	1
ErelGV	34791	35063	1
ErelGV	35064	35900	1
ErelGV	35881	36174	1
ErelGV	36210	36683	1
ErelGV	36612	36803	3
ErelGV	36962	37351	4
ErelGV	37365	39329	3
ErelGV	39333	39710	2
ErelGV	39784	40503	1
ErelGV	40661	41266	1
ErelGV	41426	41599	4
ErelGV	41620	41889	1
ErelGV	41964	43145	1
ErelGV	43191	43856	1
ErelGV	43870	44433	2
ErelGV	44430	44717	3
ErelGV	44769	45242	3
ErelGV	45223	45927	2
ErelGV	45958	47568	1
ErelGV	47569	48252	1
ErelGV	48316	48636	1
ErelGV	48641	48793	4
ErelGV	48806	49312	1
ErelGV	49283	49585	1
ErelGV	49671	50516	2
ErelGV	50531	50761	1
ErelGV	50697	51266	2
ErelGV	51290	52462	1
ErelGV	52504	52833	2
ErelGV	52887	54011	1
ErelGV	54057	54236	1
ErelGV	54286	55014	1
ErelGV	54961	55860	2
ErelGV	55857	56342	2
ErelGV	56408	59710	1
ErelGV	59740	60381	1
ErelGV	60405	60893	2
ErelGV	60930	61694	1
ErelGV	61691	63058	2
ErelGV	63135	63995	1
ErelGV	64056	64910	1
ErelGV	65073	65249	2
ErelGV	65175	66275	2
ErelGV	66274	66648	1
ErelGV	66635	68425	1
ErelGV	68415	68822	2
ErelGV	68800	69381	1
ErelGV	69359	70195	1
ErelGV	70229	71038	1
ErelGV	71048	71338	1
ErelGV	71262	72383	1
ErelGV	72445	73113	1
ErelGV	73157	73834	1
ErelGV	73828	73995	2
ErelGV	73925	74179	1
ErelGV	74191	74643	1
ErelGV	74635	75723	1
ErelGV	75760	78918	1
ErelGV	78866	80959	2
ErelGV	81081	82094	1
ErelGV	82066	82443	1
ErelGV	82494	83081	1
ErelGV	83062	83904	1
ErelGV	83882	85363	1
ErelGV	85369	85833	1
ErelGV	85830	87503	2
ErelGV	87675	87905	1
ErelGV	87960	88178	1
ErelGV	88239	89435	1
ErelGV	89562	89840	2
ErelGV	89890	91095	1
ErelGV	91004	92374	2
ErelGV	92416	93474	4
ErelGV	93489	96098	3
ErelGV	96374	96772	4
ErelGV	96769	97563	4
ErelGV	97791	98177	2
ErelGV	98044	99054	2
ErelGV	99051	99224	4
ErelGV	99249	100130	1
ErelGV	100167	101567	2
ErelGV	101746	102726	2
ErelGV	102776	103276	4
