ErelGV	1	747	3
ErelGV	1063	1899	2
ErelGV	1996	2541	2
ErelGV	2812	3765	1
ErelGV	3840	4415	1
ErelGV	4744	6060	1
ErelGV	6091	6666	3
ErelGV	6694	6999	4
ErelGV	7152	7793	3
ErelGV	8447	9826	1
ErelGV	9735	9959	1
ErelGV	9974	11032	1
ErelGV	11050	11529	1
ErelGV	11544	11942	1
ErelGV	12012	12194	1
ErelGV	12237	12764	1
ErelGV	12884	13909	2
ErelGV	13944	14396	2
ErelGV	14493	15635	1
ErelGV	16085	16246	2
ErelGV	16438	16722	1
ErelGV	16646	17878	1
ErelGV	17927	18115	2
ErelGV	18356	20137	2
ErelGV	20368	21297	1
ErelGV	21359	22069	3
ErelGV	22107	22673	3
ErelGV	22695	23006	1
ErelGV	23038	23352	2
ErelGV	23501	24028	4
ErelGV	24247	25026	1
ErelGV	25007	25345	1
ErelGV	25355	25798	1
ErelGV	25856	27244	1
ErelGV	27223	28068	1
ErelGV	28088	28345	1
ErelGV	28355	29479	1
ErelGV	29486	29776	1
ErelGV	29691	32639	1
ErelGV	32636	33289	1
ErelGV	33838	34893	1
ErelGV	34791	35063	3
ErelGV	35064	35900	2
ErelGV	35881	36174	1
ErelGV	36210	36683	2
ErelGV	36612	36803	3
ErelGV	36962	37351	2
ErelGV	37365	39329	4
ErelGV	39333	39710	4
ErelGV	39784	40503	1
ErelGV	40661	41266	1
ErelGV	41426	41599	3
ErelGV	41964	43145	1
ErelGV	43191	43856	1
ErelGV	43870	44433	3
ErelGV	44430	44717	3
ErelGV	44769	45242	2
ErelGV	45223	45927	3
ErelGV	45958	47568	2
ErelGV	47569	48252	3
ErelGV	48641	48793	1
ErelGV	49283	49585	1
ErelGV	49671	50516	2
ErelGV	50531	50761	3
ErelGV	50697	51266	1
ErelGV	51290	52462	3
ErelGV	52504	52833	3
ErelGV	52887	54011	2
ErelGV	54286	55014	1
ErelGV	54961	55860	2
ErelGV	55857	56342	3
ErelGV	56408	59710	2
ErelGV	59740	60381	1
ErelGV	60405	60893	3
ErelGV	60930	61694	2
ErelGV	61691	63058	1
ErelGV	63135	63995	1
ErelGV	64056	64910	2
ErelGV	65073	65249	4
ErelGV	65175	66275	1
ErelGV	66274	66648	1
ErelGV	66635	68425	2
ErelGV	68415	68822	2
ErelGV	68800	69381	1
ErelGV	69359	70195	2
ErelGV	70229	71038	1
ErelGV	71262	72383	1
ErelGV	72445	73113	2
ErelGV	73157	73834	2
ErelGV	73828	73995	4
ErelGV	73925	74179	4
ErelGV	74635	75723	2
ErelGV	75760	78918	2
ErelGV	78866	80959	2
ErelGV	81081	82094	1
ErelGV	82066	82443	1
ErelGV	82494	83081	2
ErelGV	83062	83904	1
ErelGV	83882	85363	2
ErelGV	85369	85833	1
ErelGV	85830	87503	2
ErelGV	87675	87905	3
ErelGV	87960	88178	1
ErelGV	88239	89435	1
ErelGV	89562	89840	3
ErelGV	89890	91095	1
ErelGV	91004	92374	1
ErelGV	92416	93474	1
ErelGV	93489	96098	1
ErelGV	96374	96772	1
ErelGV	96769	97563	1
ErelGV	97791	98177	1
ErelGV	98044	99054	2
ErelGV	99051	99224	2
ErelGV	99249	100130	3
ErelGV	100167	101567	1
ErelGV	101746	102726	3
ErelGV	102776	103276	4
